pl_name,discoverymethod,disc_year,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_eqt
"Kepler-850 b","Transit",2016,"0.95 m Kepler Telescope",7.19303878,0.074400,1.780,0.159,3.82000,0.01200,3.720000,9.95000000000e+02
"Kepler-930 b","Transit",2016,"0.95 m Kepler Telescope",71.45177750,0.347500,2.130,0.190,5.18000,0.01630,2.950000,5.61000000000e+02
"Kepler-978 b","Transit",2016,"0.95 m Kepler Telescope",49.62215090,0.272600,2.990,0.267,9.22000,0.02900,1.900000,5.46000000000e+02
"Kepler-979 b","Transit",2016,"0.95 m Kepler Telescope",8.08801350,0.075300,2.720,0.243,7.85000,0.02470,2.140000,7.92000000000e+02
"KIC 8540376 c","Transit",2015,"0.95 m Kepler Telescope",75.20000000,,2.400,0.214,6.35000,0.02000,2.520000,
"Kepler-1686 b","Transit",2020,"0.95 m Kepler Telescope",9.30987000,0.086600,1.426,0.127,2.62000,0.00825,4.970000,9.13000000000e+02
"Kepler-963 b","Transit",2016,"0.95 m Kepler Telescope",9.97683705,0.084900,2.660,0.237,7.56000,0.02380,2.210000,8.02000000000e+02
"Kepler-752 b","Transit",2016,"0.95 m Kepler Telescope",18.82747265,0.135300,2.810,0.251,8.30000,0.02610,2.060000,6.32000000000e+02
"Kepler-755 b","Transit",2016,"0.95 m Kepler Telescope",1.26909037,0.021400,1.760,0.157,3.75000,0.01180,3.780000,1.33100000000e+03
"Kepler-774 b","Transit",2016,"0.95 m Kepler Telescope",11.08957230,0.111400,3.170,0.283,10.20000,0.03200,1.760000,1.42200000000e+03
"Kepler-808 b","Transit",2016,"0.95 m Kepler Telescope",0.63133235,0.011600,1.460,0.130,2.73000,0.00859,4.820000,1.32200000000e+03
"Kepler-748 b","Transit",2016,"0.95 m Kepler Telescope",7.40742793,0.074500,2.520,0.225,6.90000,0.02170,2.370000,9.38000000000e+02
"Kepler-772 b","Transit",2016,"0.95 m Kepler Telescope",12.99207337,0.107100,1.820,0.162,3.97000,0.01250,3.620000,8.66000000000e+02
"Kepler-776 b","Transit",2016,"0.95 m Kepler Telescope",4.89718784,0.052300,1.280,0.114,2.18000,0.00687,5.710000,9.04000000000e+02
"Kepler-795 b","Transit",2016,"0.95 m Kepler Telescope",29.61934210,0.181700,1.680,0.150,3.46000,0.01090,4.010000,5.80000000000e+02
"Kepler-804 c","Transit",2016,"0.95 m Kepler Telescope",9.65185017,0.087200,1.140,0.102,1.55000,0.00489,5.750000,8.90000000000e+02
"Kepler-967 c","Transit",2016,"0.95 m Kepler Telescope",198.71125020,0.625300,3.650,0.326,12.90000,0.04070,1.460000,2.58000000000e+02
"Kepler-968 c","Transit",2016,"0.95 m Kepler Telescope",5.70940492,0.052000,1.690,0.151,3.50000,0.01100,3.980000,6.44000000000e+02
"Kepler-734 b","Transit",2016,"0.95 m Kepler Telescope",6.10485286,0.058300,3.560,0.318,12.40000,0.03900,1.510000,7.84000000000e+02
"Kepler-750 b","Transit",2016,"0.95 m Kepler Telescope",9.42887179,0.093000,3.070,0.274,9.64000,0.03030,1.830000,1.16300000000e+03
"Kepler-750 c","Transit",2016,"0.95 m Kepler Telescope",4.08899022,0.053300,1.620,0.145,3.26000,0.01020,4.210000,1.53700000000e+03
"Kepler-757 b","Transit",2016,"0.95 m Kepler Telescope",1.02267882,0.019000,1.360,0.121,2.42000,0.00761,5.290000,1.73400000000e+03
"Kepler-761 b","Transit",2016,"0.95 m Kepler Telescope",10.12804789,0.087400,2.030,0.181,4.78000,0.01500,3.140000,7.67000000000e+02
"Kepler-1801 c","Transit",2023,"0.95 m Kepler Telescope",116.58318300,0.457200,2.910,0.362,8.80000,0.02770,1.960000,3.71000000000e+02
"NGC 2682 YBP 1194 b","Radial Velocity",2014,"Multiple Telescopes",6.95900000,,12.300,1.100,101.70560,0.32000,0.300000,
"Kepler-869 b","Transit",2016,"0.95 m Kepler Telescope",40.42877550,0.224400,3.610,0.322,12.70000,0.03990,1.480000,4.94000000000e+02
"Kepler-81 b","Transit",2012,"0.95 m Kepler Telescope",5.95500000,0.052200,2.420,0.216,17.20000,0.05400,6.670000,6.35000000000e+02
"Kepler-877 b","Transit",2016,"0.95 m Kepler Telescope",18.45847097,0.130100,2.120,0.189,5.14000,0.01620,2.960000,6.32000000000e+02
"Kepler-932 b","Transit",2016,"0.95 m Kepler Telescope",1.92143740,0.027900,1.370,0.122,2.45000,0.00771,5.240000,1.27600000000e+03
"CoRoT-25 b","Transit",2013,"0.27 m CoRoT Telescope",4.86069000,0.057800,12.110,1.080,85.81000,0.27000,0.150000,1.33000000000e+03
"Kepler-779 b","Transit",2016,"0.95 m Kepler Telescope",7.09714223,0.053300,0.920,0.082,0.72100,0.00227,5.090000,4.25000000000e+02
"Kepler-878 b","Transit",2016,"0.95 m Kepler Telescope",25.94220330,0.165000,1.930,0.172,4.38000,0.01380,3.350000,5.01000000000e+02
"Kepler-824 b","Transit",2016,"0.95 m Kepler Telescope",4.51436633,0.055000,1.870,0.167,4.16000,0.01310,3.500000,1.23100000000e+03
"Kepler-879 b","Transit",2016,"0.95 m Kepler Telescope",33.38559380,0.201200,2.570,0.229,7.13000,0.02240,2.310000,5.80000000000e+02
"Kepler-818 b","Transit",2016,"0.95 m Kepler Telescope",10.03538581,0.088600,5.110,0.456,22.90000,0.07200,0.943000,7.86000000000e+02
"Kepler-914 b","Transit",2016,"0.95 m Kepler Telescope",4.40966548,0.054400,1.380,0.123,2.48000,0.00780,5.190000,1.19200000000e+03
"Kepler-857 b","Transit",2016,"0.95 m Kepler Telescope",85.35129427,0.375100,6.800,0.607,37.20000,0.11700,0.650000,3.90000000000e+02
"Kepler-851 b","Transit",2016,"0.95 m Kepler Telescope",8.50699658,0.080200,1.680,0.150,3.46000,0.01090,4.010000,9.00000000000e+02
"Kepler-826 b","Transit",2016,"0.95 m Kepler Telescope",4.48758907,0.052800,1.250,0.112,2.10000,0.00660,5.910000,1.30500000000e+03
"Kepler-927 b","Transit",2016,"0.95 m Kepler Telescope",9.11499030,0.086600,1.720,0.153,3.61000,0.01130,3.900000,9.06000000000e+02
"Kepler-862 b","Transit",2016,"0.95 m Kepler Telescope",3.14866453,0.039000,2.210,0.197,5.52000,0.01740,2.810000,1.09700000000e+03
"OGLE-2008-BLG-092L b","Microlensing",2014,"1.3 m Warsaw University Telescope",,15.000000,8.740,0.780,57.00000,0.18000,0.469000,
"Kepler-836 b","Transit",2016,"0.95 m Kepler Telescope",11.36112327,0.101300,2.730,0.244,7.90000,0.02490,2.130000,8.69000000000e+02
"Kepler-860 b","Transit",2016,"0.95 m Kepler Telescope",5.10137945,0.058000,3.240,0.289,10.60000,0.03320,1.710000,1.05000000000e+03
"Kepler-873 b","Transit",2016,"0.95 m Kepler Telescope",20.55338440,0.154200,3.750,0.335,13.50000,0.04260,1.410000,7.49000000000e+02
"Kepler-874 b","Transit",2016,"0.95 m Kepler Telescope",40.06867270,0.223400,3.940,0.352,14.70000,0.04630,1.320000,5.60000000000e+02
"Kepler-936 b","Transit",2016,"0.95 m Kepler Telescope",10.56134221,0.095400,1.450,0.129,2.70000,0.00849,4.870000,8.67000000000e+02
"Kepler-863 b","Transit",2016,"0.95 m Kepler Telescope",15.59461874,0.122000,2.900,0.259,8.75000,0.02750,1.970000,7.18000000000e+02
"Kepler-915 b","Transit",2016,"0.95 m Kepler Telescope",4.59489604,0.056600,1.500,0.134,2.86000,0.00899,4.660000,1.31900000000e+03
"Kepler-1987 b","Transit",2023,"0.95 m Kepler Telescope",2.34586300,0.031800,1.230,0.135,2.04000,0.00642,6.020000,9.97000000000e+02
"Kepler-951 b","Transit",2016,"0.95 m Kepler Telescope",71.52530845,0.309100,5.590,0.499,26.70000,0.08390,0.840000,3.40000000000e+02
"Kepler-82 b","Transit",2012,"0.95 m Kepler Telescope",26.44000000,0.168300,4.070,0.363,12.15000,0.03823,0.980000,5.62000000000e+02
"Kepler-867 b","Transit",2016,"0.95 m Kepler Telescope",150.24212700,0.537500,4.640,0.414,19.40000,0.06120,1.070000,3.27000000000e+02
"Kepler-833 b","Transit",2016,"0.95 m Kepler Telescope",18.75469980,0.113900,2.020,0.180,4.74000,0.01490,3.160000,3.82000000000e+02
"Kepler-870 b","Transit",2016,"0.95 m Kepler Telescope",21.35876210,0.153900,2.780,0.248,8.15000,0.02560,2.080000,6.91000000000e+02
"Kepler-1610 c","Transit",2023,"0.95 m Kepler Telescope",44.98518850,0.232300,2.090,0.197,5.02000,0.01580,3.020000,4.33000000000e+02
"14 And b","Radial Velocity",2008,"1.88 m Telescope",186.76000000,0.775000,13.100,1.160,1131.15130,3.55900,2.760000,
"Kepler-1491 b","Transit",2016,"0.95 m Kepler Telescope",16.58617620,0.127000,1.510,0.135,2.89000,0.00909,4.610000,8.21000000000e+02
"Kepler-905 b","Transit",2016,"0.95 m Kepler Telescope",5.08274652,0.057200,1.410,0.126,2.57000,0.00809,5.040000,9.28000000000e+02
"Kepler-887 c","Transit",2016,"0.95 m Kepler Telescope",7.63846023,0.079700,1.130,0.101,1.51000,0.00474,5.750000,1.08900000000e+03
"Kepler-871 b","Transit",2016,"0.95 m Kepler Telescope",22.04590180,0.157200,3.740,0.334,13.50000,0.04240,1.420000,6.40000000000e+02
"Kepler-894 b","Transit",2016,"0.95 m Kepler Telescope",9.80322400,0.091600,2.780,0.248,8.15000,0.02560,2.080000,8.96000000000e+02
"WASP-174 b","Transit",2018,"Canon 200mm f/1.8L",4.23370050,0.055030,16.107,1.437,104.88337,0.33000,0.135000,1.52800000000e+03
"Kepler-882 b","Transit",2016,"0.95 m Kepler Telescope",3.98953967,0.044900,1.230,0.110,2.04000,0.00642,6.020000,9.03000000000e+02
"Kepler-883 b","Transit",2016,"0.95 m Kepler Telescope",12.98495573,0.105500,1.780,0.159,3.82000,0.01200,3.720000,8.18000000000e+02
"Kepler-920 b","Transit",2016,"0.95 m Kepler Telescope",6.53192704,0.065000,2.420,0.216,6.44000,0.02030,2.500000,9.07000000000e+02
"Kepler-929 b","Transit",2016,"0.95 m Kepler Telescope",0.92103214,0.019200,1.110,0.099,1.41000,0.00444,5.670000,2.36200000000e+03
"Kepler-901 b","Transit",2016,"0.95 m Kepler Telescope",3.51749439,0.037800,1.370,0.122,2.45000,0.00771,5.240000,7.04000000000e+02
"Kepler-903 b","Transit",2016,"0.95 m Kepler Telescope",10.35077210,0.090700,2.010,0.179,4.70000,0.01480,3.180000,8.42000000000e+02
"Kepler-937 b","Transit",2016,"0.95 m Kepler Telescope",67.66882700,0.321400,3.720,0.332,13.40000,0.04200,1.430000,4.95000000000e+02
"Kepler-933 b","Transit",2016,"0.95 m Kepler Telescope",14.20443009,0.104100,2.460,0.219,6.62000,0.02080,2.440000,6.02000000000e+02
"Kepler-934 b","Transit",2016,"0.95 m Kepler Telescope",55.67383090,0.265800,2.090,0.186,5.02000,0.01580,3.020000,3.84000000000e+02
"Kepler-947 b","Transit",2016,"0.95 m Kepler Telescope",26.96443170,0.177300,2.280,0.203,5.82000,0.01830,2.700000,5.73000000000e+02
"Kepler-940 b","Transit",2016,"0.95 m Kepler Telescope",59.62252570,0.305900,3.340,0.298,11.10000,0.03500,1.640000,4.86000000000e+02
"Kepler-912 b","Transit",2016,"0.95 m Kepler Telescope",2.53475627,0.033900,2.800,0.250,8.25000,0.02590,2.070000,1.21800000000e+03
"Kepler-917 b","Transit",2016,"0.95 m Kepler Telescope",2.97041437,0.037800,1.910,0.170,4.31000,0.01360,3.400000,9.91000000000e+02
"Kepler-920 c","Transit",2016,"0.95 m Kepler Telescope",100.82741130,0.402900,3.800,0.339,13.80000,0.04360,1.380000,3.64000000000e+02
"Kepler-106 d","Transit",2014,"0.95 m Kepler Telescope",23.98020000,0.160490,0.950,0.085,8.10000,0.02549,,6.49000000000e+02
"Kepler-130 d","Transit",2014,"0.95 m Kepler Telescope",87.51790500,0.377000,1.640,0.146,3.33000,0.01050,4.150000,4.51000000000e+02
"Kepler-139 c","Transit",2014,"0.95 m Kepler Telescope",157.07287800,0.586000,3.380,0.302,23.25580,0.07317,8.702677,3.50000000000e+02
"Kepler-1710 b","Transit",2021,"0.95 m Kepler Telescope",14.91110039,0.115769,3.197,0.285,3.49494,0.01100,1.112250,6.94000000000e+02
"TOI-1799 b","Transit",2024,"0.1 m TESS Telescope",7.08573800,0.071000,1.422,0.127,4.00000,0.01259,7.510000,9.22715139017e+02
"Kepler-967 b","Transit",2016,"0.95 m Kepler Telescope",13.22713379,0.102700,2.350,0.210,6.12000,0.01930,2.590000,6.38000000000e+02
"Kepler-747 b","Transit",2016,"0.95 m Kepler Telescope",35.61760587,0.191600,5.270,0.470,24.10000,0.07590,0.905000,4.56000000000e+02
"Kepler-835 b","Transit",2016,"0.95 m Kepler Telescope",11.41909375,0.107000,2.790,0.249,8.20000,0.02580,2.070000,9.21000000000e+02
"Kepler-51 b","Transit",2012,"0.95 m Kepler Telescope",45.15400000,0.251400,7.100,0.633,2.10000,0.00700,0.030000,5.43000000000e+02
"Gl 686 b","Radial Velocity",2018,"3.58 m Telescopio Nazionale Galileo",15.53000000,0.091000,2.460,0.220,6.62400,0.02084,2.450000,3.79000000000e+02
"HATS-60 b","Transit",2018,"0.18 m Takahashi Epsilon Astrograph",3.56082900,0.047080,12.924,1.153,210.40346,0.66200,0.537000,1.52800000000e+03
"Kepler-138 d","Transit",2014,"0.95 m Kepler Telescope",23.09230000,0.128800,1.510,0.135,2.10000,0.00661,3.600000,3.45000000000e+02
"HAT-P-70 b","Transit",2019,"Canon 200mm f/1.8L",2.74432452,0.047390,20.961,1.870,2154.88740,6.78000,1.540000,2.56200000000e+03
"HAT-P-32 b","Transit",2011,"Canon 200mm f/1.8L",2.15000820,0.033970,22.194,1.980,216.12440,0.68000,0.108000,1.83570000000e+03
"Kepler-1656 c","Radial Velocity",2022,"10 m Keck I Telescope",1919.00000000,3.053000,14.000,1.250,126.40000,0.40000,0.253000,
"psi1 Dra B b","Radial Velocity",2015,"2.7m Harlan J. Smith Telescope",3117.00000000,4.430000,13.500,1.210,486.27990,1.53000,1.090000,
"TOI-1749 d","Transit",2021,"0.1 m TESS Telescope",9.04970000,0.070700,2.520,0.225,15.00000,0.04720,,5.33000000000e+02
"TOI-2025 b","Transit",2022,"0.1 m TESS Telescope",8.87209820,0.089200,11.893,1.061,1144.18227,3.60000,3.740000,1.16600000000e+03
"WASP-67 b","Transit",2012,"Canon 200mm f/1.8L",4.61442000,0.051790,12.890,1.150,136.66690,0.43000,0.388000,1.00300000000e+03
"TOI-1749 b","Transit",2021,"0.1 m TESS Telescope",2.38839000,0.029100,1.390,0.124,57.00000,0.17934,,8.31000000000e+02
"HD 114783 b","Radial Velocity",2001,"10 m Keck I Telescope",493.70000000,1.160000,13.700,1.230,349.60000,1.10000,0.747000,
"HD 16905 b","Radial Velocity",2022,"Multiple Telescopes",10256.00000000,8.800000,12.400,1.110,3591.46100,11.30000,10.400000,
"HD 221420 b","Radial Velocity",2019,"3.9 m Anglo-Australian Telescope",10066.00000000,10.100000,12.000,1.070,6992.22495,22.00000,22.200000,
"KMT-2022-BLG-0371L b","Microlensing",2023,"1.6 m wide-field telescope",,3.020000,10.900,0.971,82.63539,0.26000,0.351000,
"WASP-148 c","Radial Velocity",2020,"1.93 m Telescope",34.52400000,0.204400,13.900,1.240,124.58874,0.39200,0.255000,5.90000000000e+02
"TYC 2187-512-1 b","Radial Velocity",2022,"3.5 m telescope",691.90000000,1.220000,12.500,1.120,104.88337,0.33000,0.295000,
"USco1621 b","Imaging",2019,"Multiple Telescopes",,2880.000000,12.200,1.090,5085.28000,16.00000,15.400000,2.27000000000e+03
"Kepler-983 b","Transit",2016,"0.95 m Kepler Telescope",60.08550820,0.314800,2.360,0.211,6.17000,0.01940,2.580000,4.85000000000e+02
"Kepler-987 b","Transit",2016,"0.95 m Kepler Telescope",105.30331480,0.423800,3.260,0.291,10.70000,0.03360,1.700000,3.51000000000e+02
"Kepler-989 b","Transit",2016,"0.95 m Kepler Telescope",7.96431535,0.073400,2.210,0.197,5.52000,0.01740,2.810000,8.05000000000e+02
"Kepler-997 b","Transit",2016,"0.95 m Kepler Telescope",2.70730672,0.039700,1.360,0.121,2.42000,0.00761,5.290000,1.70900000000e+03
"Kepler-991 b","Transit",2016,"0.95 m Kepler Telescope",82.53425190,0.310400,2.540,0.227,6.99000,0.02200,2.340000,2.60000000000e+02
"TOI-892 b","Transit",2020,"0.1 m TESS Telescope",10.62656000,0.092000,11.994,1.070,301.93850,0.95000,0.962000,1.39700000000e+03
"TrES-1 b","Transit",2004,"0.10 m Schmidt Telescope",3.03007000,0.039250,12.666,1.130,266.97720,0.84000,0.712000,1.14000000000e+03
"HAT-P-58 b","Transit",2021,"Multiple Telescopes",4.01383790,0.049940,14.930,1.332,118.23217,0.37200,0.194000,1.62200000000e+03
"TOI-150.01","Transit",2019,"0.1 m TESS Telescope",5.85748700,0.070370,14.067,1.255,797.75330,2.51000,1.680000,1.40450000000e+03
"GPX-1 b","Transit",2021,"279mm RASA-11 wide-field telescope",1.74457900,0.033800,16.477,1.470,6261.21962,19.70000,8.222423,2.30000000000e+03
"HD 205158 b","Radial Velocity",2022,"Multiple Telescopes",25.33798000,0.177000,13.900,1.240,124.58874,0.39200,0.255000,
"KOI-142 b","Transit",2013,"0.95 m Kepler Telescope",10.91647000,0.095822,3.438,0.307,9.50000,0.03000,1.290000,7.58000000000e+02
"MOA-2008-BLG-310L b","Microlensing",2009,"1.8 m MOA Telescope",,1.100000,5.180,0.462,23.40000,0.07360,0.925000,
"Kepler-809 b","Transit",2016,"0.95 m Kepler Telescope",55.63934000,0.290100,3.010,0.269,9.32000,0.02930,1.880000,4.78000000000e+02
"Kepler-941 b","Transit",2016,"0.95 m Kepler Telescope",17.42395198,0.131100,3.080,0.275,9.69000,0.03050,1.820000,7.22000000000e+02
"HATS-61 b","Transit",2018,"0.18 m Takahashi Epsilon Astrograph",7.81795300,0.079080,13.395,1.195,1080.62200,3.40000,2.470000,1.22610000000e+03
"WASP-166 b","Transit",2019,"Canon 200mm f/1.8L",5.44354000,0.064100,7.062,0.630,32.10083,0.10100,0.540000,1.27000000000e+03
"WASP-169 b","Transit",2019,"Canon 200mm f/1.8L",5.61141180,0.068100,14.617,1.304,178.30263,0.56100,0.330000,1.60400000000e+03
"Kepler-102 f","Transit",2014,"0.95 m Kepler Telescope",27.45359200,0.165600,0.861,0.077,4.30000,0.01353,37.000000,4.95000000000e+02
"Kepler-972 b","Transit",2016,"0.95 m Kepler Telescope",7.03932553,0.073400,4.650,0.415,19.50000,0.06140,1.070000,1.06000000000e+03
"Kepler-973 b","Transit",2016,"0.95 m Kepler Telescope",49.60773310,0.250800,1.960,0.175,4.50000,0.01420,3.280000,4.02000000000e+02
"Kepler-990 c","Transit",2016,"0.95 m Kepler Telescope",0.53835431,0.012700,1.530,0.136,2.96000,0.00930,4.540000,2.38600000000e+03
"Kepler-998 b","Transit",2016,"0.95 m Kepler Telescope",5.65377733,0.062600,2.320,0.207,5.99000,0.01890,2.640000,1.02000000000e+03
"MOA-2012-BLG-505L b","Microlensing",2017,"1.8 m MOA Telescope",,0.900000,2.480,0.221,6.70000,0.02110,2.410000,
"Kepler-959 b","Transit",2016,"0.95 m Kepler Telescope",14.80074836,0.163300,4.380,0.391,17.60000,0.05550,1.150000,1.91200000000e+03
"Kepler-888 b","Transit",2016,"0.95 m Kepler Telescope",70.69790610,0.328000,1.760,0.157,3.75000,0.01180,3.780000,4.17000000000e+02
"Kepler-994 b","Transit",2016,"0.95 m Kepler Telescope",1.15116651,0.017700,1.600,0.143,3.19000,0.01000,4.280000,9.57000000000e+02
"Kepler-966 b","Transit",2016,"0.95 m Kepler Telescope",99.74762200,0.390700,4.130,0.368,16.00000,0.05020,1.250000,3.91000000000e+02
"NY Vir b","Eclipse Timing Variations",2011,"Multiple Telescopes",3160.00000000,3.300000,13.300,1.190,730.97800,2.30000,1.710000,
"NY Vir c","Eclipse Timing Variations",2019,"0.51 m Telescope",8799.00000000,,12.800,1.140,1760.77820,5.54000,4.610000,
"MOA-2011-BLG-322L b","Microlensing",2013,"1.8 m MOA Telescope",,4.300000,12.400,1.110,3690.00000,11.60000,10.600000,
"MOA-2015-BLG-337L b","Microlensing",2018,"1.8 m MOA Telescope",,0.240000,6.420,0.572,33.70000,0.10600,0.700000,
"OGLE-2011-BLG-0265L b","Microlensing",2015,"1.3 m Warsaw University Telescope",,1.890000,13.900,1.240,280.00000,0.88000,0.573000,
"Kepler-760 c","Transit",2016,"0.95 m Kepler Telescope",2.46697439,0.033300,1.480,0.132,2.79000,0.00879,4.730000,1.13900000000e+03
"MOA-2012-BLG-006L b","Microlensing",2017,"Multiple Telescopes",,10.200000,12.600,1.120,2700.00000,8.40000,7.420000,
"NGC 2682 Sand 364 b","Radial Velocity",2014,"Multiple Telescopes",121.71000000,0.530000,12.700,1.130,2126.28270,6.69000,5.700000,
"HD 20781 d","Radial Velocity",2019,"3.6 m ESO Telescope",29.15800000,0.164700,3.250,0.290,10.61000,0.03340,1.700000,
"OGLE-2019-BLG-1470L AB c","Microlensing",2022,"1.3 m Warsaw University Telescope",,3.200000,13.300,1.190,699.22250,2.20000,1.630000,
"TOI-2081 b","Transit",2022,"0.1 m TESS Telescope",10.50534000,0.075200,2.040,0.182,4.82000,0.01520,3.120000,4.88000000000e+02
"HD 27894 c","Radial Velocity",2017,"3.6 m ESO Telescope",36.07000000,0.198000,8.240,0.735,51.48846,0.16200,0.506000,
"HD 30177 c","Radial Velocity",2016,"Multiple Telescopes",12085.45186000,10.258000,12.700,1.140,1954.64470,6.15000,5.240000,
"HD 60292 b","Radial Velocity",2020,"1.8 m Telescope",495.40000000,1.500000,12.700,1.130,2065.89500,6.50000,5.540000,
"OGLE-2013-BLG-0911L b","Microlensing",2019,"1.3 m Warsaw University Telescope",,0.390000,12.500,1.120,3020.00000,9.51000,8.500000,
"OGLE-2013-BLG-0341L B b","Microlensing",2014,"1.3 m Warsaw University Telescope",,0.702000,1.160,0.104,1.66000,0.00522,5.840000,
"Kepler-464 b","Transit",2016,"0.95 m Kepler Telescope",7.25696522,0.076500,3.300,0.294,10.90000,0.03430,1.670000,1.16300000000e+03
"Kepler-993 b","Transit",2016,"0.95 m Kepler Telescope",22.08557563,0.130000,2.970,0.265,9.11000,0.02870,1.910000,3.52000000000e+02
"OGLE-2005-BLG-390L b","Microlensing",2005,"1.3 m Warsaw University Telescope",3285.00000000,2.600000,2.210,0.197,5.50000,0.01700,2.800000,5.00000000000e+01
"Kepler-952 b","Transit",2016,"0.95 m Kepler Telescope",130.35469190,0.518300,7.650,0.682,45.40000,0.14300,0.557000,3.69000000000e+02
"Kepler-855 b","Transit",2016,"0.95 m Kepler Telescope",7.88663110,0.076200,8.350,0.745,52.70000,0.16600,0.497000,9.96000000000e+02
"TOI-2152 A b","Transit",2023,"0.1 m TESS Telescope",3.37735120,0.050640,14.359,1.281,899.45439,2.83000,1.670000,1.80200000000e+03
"Kepler-1043 b","Transit",2016,"0.95 m Kepler Telescope",38.50533980,0.215900,2.550,0.227,7.04000,0.02210,2.330000,5.32000000000e+02
"OGLE-2013-BLG-0132L b","Microlensing",2017,"1.3 m Warsaw University Telescope",,3.600000,11.600,1.030,92.00000,0.29000,0.324000,
"OGLE-TR-211 b","Transit",2007,"1.3 m Warsaw University Telescope",3.67724000,0.051000,15.244,1.360,327.35100,1.03000,0.420000,1.68600000000e+03
"Kepler-1027 b","Transit",2016,"0.95 m Kepler Telescope",1.90780520,0.029500,0.890,0.079,0.64000,0.00201,4.990000,1.26800000000e+03
"GJ 896 A b","Astrometry",2022,"Multiple Telescopes",284.39000000,0.639650,13.300,1.190,718.29220,2.26000,1.680000,
"Oph 11 b","Imaging",2006,"8.19 m Gemini North Telescope",7300000.00000000,243.000000,12.300,1.100,4449.62000,14.00000,13.100000,2.17500000000e+03
"2MASS J03590986+2009361 b","Imaging",2024,"1.45 m x 0.5 m Telescope",,572.000000,12.200,1.080,5720.91133,18.00000,17.300000,2.36900000000e+03
