pl_name,discoverymethod,disc_year,disc_telescope,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_eqt
"Kepler-754 b","Transit",2016,"0.95 m Kepler Telescope",14.55962370,0.116000,2.010,0.179,4.70000,0.01480,3.180000,7.58000000000e+02
"Kepler-261 c","Transit",2014,"0.95 m Kepler Telescope",24.57085800,0.156000,2.000,0.178,4.66000,0.01470,3.200000,5.05000000000e+02
"Kepler-266 c","Transit",2014,"0.95 m Kepler Telescope",107.72360100,0.457000,3.890,0.347,14.40000,0.04530,1.340000,4.21000000000e+02
"Kepler-273 b","Transit",2014,"0.95 m Kepler Telescope",2.93653200,0.037000,1.500,0.134,2.86000,0.00899,4.660000,1.20900000000e+03
"Kepler-284 b","Transit",2014,"0.95 m Kepler Telescope",12.69914900,0.104000,2.240,0.200,5.65000,0.01780,2.760000,6.86000000000e+02
"Kepler-270 b","Transit",2014,"0.95 m Kepler Telescope",11.47609400,0.107000,2.010,0.179,4.70000,0.01480,3.180000,9.84000000000e+02
"Kepler-217 d","Transit",2016,"0.95 m Kepler Telescope",3.88689525,0.050500,1.320,0.118,2.30000,0.00724,5.500000,1.57400000000e+03
"Kepler-364 c","Transit",2014,"0.95 m Kepler Telescope",59.98062700,0.312000,2.150,0.192,5.27000,0.01660,2.910000,5.68000000000e+02
"Kepler-135 c","Transit",2014,"0.95 m Kepler Telescope",11.44870800,0.103000,1.160,0.103,1.65000,0.00521,5.810000,9.75000000000e+02
"Kepler-1459 b","Transit",2016,"0.95 m Kepler Telescope",62.86916110,0.282900,1.360,0.121,2.42000,0.00761,5.290000,3.49000000000e+02
"Kepler-1365 b","Transit",2016,"0.95 m Kepler Telescope",7.69993485,0.075000,0.920,0.082,0.72100,0.00227,5.090000,9.69000000000e+02
"Kepler-1193 b","Transit",2016,"0.95 m Kepler Telescope",2.83265213,0.040300,1.320,0.118,2.30000,0.00724,5.500000,1.45300000000e+03
"Kepler-1433 b","Transit",2016,"0.95 m Kepler Telescope",4.13592271,0.051600,1.560,0.139,3.05000,0.00961,4.410000,1.22600000000e+03
"PSR J1719-1438 b","Pulsar Timing",2011,"64 m Parkes Radio Telescope",0.09070629,0.004400,,,382.80000,1.20000,23.000000,
"Kepler-1232 b","Transit",2016,"0.95 m Kepler Telescope",26.78391830,0.167300,1.930,0.172,4.38000,0.01380,3.350000,5.23000000000e+02
"Kepler-310 c","Transit",2014,"0.95 m Kepler Telescope",56.47542000,0.281000,3.380,0.302,11.40000,0.03570,1.620000,4.17000000000e+02
"Kepler-350 c","Transit",2013,"0.95 m Kepler Telescope",17.84900000,0.138500,3.100,0.277,6.10000,0.01900,1.130000,8.88000000000e+02
"Kepler-443 b","Transit",2015,"0.95 m Kepler Telescope",177.66930000,0.495000,2.330,0.210,6.04000,0.01900,2.620000,2.33000000000e+02
"Kepler-33 c","Transit",2011,"0.95 m Kepler Telescope",13.17562000,0.118900,3.200,0.285,0.39000,0.00123,0.130000,1.00900000000e+03
"Kepler-398 b","Transit",2014,"0.95 m Kepler Telescope",4.08142300,0.044000,0.930,0.083,0.74900,0.00236,5.120000,7.55000000000e+02
"Kepler-439 b","Transit",2015,"0.95 m Kepler Telescope",178.13960000,0.563000,2.240,0.200,5.65000,0.01780,2.760000,2.91000000000e+02
"Kepler-370 b","Transit",2014,"0.95 m Kepler Telescope",4.57953000,0.054000,1.590,0.142,3.15000,0.00993,4.310000,1.04000000000e+03
"Kepler-1464 c","Transit",2016,"0.95 m Kepler Telescope",5.32786292,0.054800,1.000,0.089,0.97200,0.00306,5.340000,1.02300000000e+03
"Kepler-1152 b","Transit",2016,"0.95 m Kepler Telescope",1.64680191,0.022300,0.870,0.078,0.59000,0.00186,4.920000,8.06000000000e+02
"Kepler-1376 b","Transit",2016,"0.95 m Kepler Telescope",5.30880656,0.059800,1.050,0.094,1.16000,0.00364,5.510000,1.04200000000e+03
"Kepler-1033 b","Transit",2016,"0.95 m Kepler Telescope",7.56052806,0.076100,2.510,0.224,6.85000,0.02150,2.380000,9.14000000000e+02
"Kepler-1093 b","Transit",2016,"0.95 m Kepler Telescope",25.08246260,0.168500,1.950,0.174,4.46000,0.01400,3.310000,7.76000000000e+02
"Kepler-1304 b","Transit",2016,"0.95 m Kepler Telescope",16.12888530,0.120200,2.290,0.204,5.86000,0.01840,2.680000,7.15000000000e+02
"BD-08 2823 c","Radial Velocity",2009,"3.6 m ESO Telescope",237.60000000,0.680000,12.500,1.110,104.00000,0.33000,0.293000,
"Kepler-1598 b","Transit",2016,"0.95 m Kepler Telescope",4.34195123,0.052700,0.950,0.085,0.80900,0.00254,5.180000,1.23600000000e+03
"Kepler-736 b","Transit",2016,"0.95 m Kepler Telescope",3.60147201,0.042800,2.930,0.261,8.91000,0.02800,1.950000,9.96000000000e+02
"Kepler-708 b","Transit",2016,"0.95 m Kepler Telescope",3.16789194,0.042600,2.930,0.261,8.91000,0.02800,1.950000,1.22100000000e+03
"Kepler-697 b","Transit",2016,"0.95 m Kepler Telescope",3.70987065,0.047100,4.130,0.368,16.00000,0.05020,1.250000,1.15100000000e+03
"Kepler-727 b","Transit",2016,"0.95 m Kepler Telescope",5.15448442,0.054600,2.530,0.226,6.94000,0.02180,2.350000,9.64000000000e+02
"Kepler-587 b","Transit",2016,"0.95 m Kepler Telescope",10.94027841,0.095200,2.230,0.199,5.60000,0.01760,2.770000,7.64000000000e+02
"Kepler-622 b","Transit",2016,"0.95 m Kepler Telescope",14.28226676,0.097800,2.130,0.190,5.18000,0.01630,2.950000,4.46000000000e+02
"Kepler-325 d","Transit",2014,"0.95 m Kepler Telescope",38.71518500,0.220000,2.790,0.249,8.20000,0.02580,2.070000,4.98000000000e+02
"Kepler-1884 b","Transit",2021,"0.95 m Kepler Telescope",8.98832035,0.084500,1.814,0.162,3.95000,0.01240,3.640000,8.64000000000e+02
"Kepler-177 c","Transit",2013,"0.95 m Kepler Telescope",49.40926000,0.265500,8.730,0.779,14.70000,0.04625,0.121000,4.97000000000e+02
"Kepler-203 c","Transit",2014,"0.95 m Kepler Telescope",5.37064700,0.061000,2.470,0.220,749.90000,2.36000,273.000000,1.09600000000e+03
"Kepler-1090 b","Transit",2016,"0.95 m Kepler Telescope",198.68017900,0.636400,2.250,0.201,5.69000,0.01790,2.740000,2.97000000000e+02
"Kepler-1090 c","Transit",2021,"0.95 m Kepler Telescope",42.42720032,0.227400,3.293,0.294,10.90000,0.03420,1.680000,4.96000000000e+02
"Kepler-169 b","Transit",2014,"0.95 m Kepler Telescope",3.25061900,0.040000,1.130,0.101,1.51000,0.00474,5.750000,9.62000000000e+02
"Kepler-174 b","Transit",2014,"0.95 m Kepler Telescope",13.98179000,0.100000,1.960,0.175,4.50000,0.01420,3.280000,5.53000000000e+02
"Kepler-251 d","Transit",2014,"0.95 m Kepler Telescope",30.13300100,0.182000,2.770,0.247,8.10000,0.02550,2.090000,5.36000000000e+02
"GJ 422 b","Radial Velocity",2014,"Multiple Telescopes",20.12900000,0.111000,3.330,0.297,11.07000,0.03483,1.650000,
"Kepler-781 b","Transit",2016,"0.95 m Kepler Telescope",13.21407320,0.101900,2.890,0.258,8.70000,0.02740,1.980000,6.29000000000e+02
"Kepler-643 b","Transit",2016,"0.95 m Kepler Telescope",16.33889626,0.126000,10.160,0.906,321.00830,1.01000,1.680000,9.63000000000e+02
"Kepler-636 b","Transit",2016,"0.95 m Kepler Telescope",16.08066115,0.118500,4.450,0.397,18.10000,0.05700,1.130000,6.14000000000e+02
"Kepler-903 c","Transit",2016,"0.95 m Kepler Telescope",62.92285570,0.302000,2.530,0.226,6.94000,0.02180,2.350000,4.62000000000e+02
"Kepler-256 c","Transit",2014,"0.95 m Kepler Telescope",3.38802000,0.045000,2.150,0.192,5.27000,0.01660,2.910000,1.31500000000e+03
"Kepler-1599 b","Transit",2016,"0.95 m Kepler Telescope",122.36355300,0.482300,1.620,0.145,3.26000,0.01020,4.210000,4.07000000000e+02
"Kepler-199 b","Transit",2014,"0.95 m Kepler Telescope",23.63760400,0.158000,3.110,0.277,9.85000,0.03100,1.800000,5.95000000000e+02
"Kepler-170 c","Transit",2014,"0.95 m Kepler Telescope",16.66586300,0.131000,2.860,0.255,8.55000,0.02690,2.010000,7.02000000000e+02
"Kepler-1565 b","Transit",2016,"0.95 m Kepler Telescope",1.53818844,0.024100,1.190,0.106,1.81000,0.00570,5.900000,1.23400000000e+03
"Kepler-1147 b","Transit",2016,"0.95 m Kepler Telescope",10.62784997,0.096100,2.610,0.233,7.32000,0.02300,2.260000,8.72000000000e+02
"HD 82943 c","Radial Velocity",2003,"1.2 m Leonhard Euler Telescope",220.07800000,0.743450,13.400,1.200,622.60300,1.95900,1.420000,
"HU Aqr AB b","Eclipse Timing Variations",2011,"2.4 m Lijiang Station Telescope",2390.00000000,3.600000,12.800,1.140,1875.19700,5.90000,4.910000,
"Kepler-1026 b","Transit",2016,"0.95 m Kepler Telescope",36.51560530,0.197700,2.210,0.197,5.52000,0.01740,2.810000,4.25000000000e+02
"Kepler-837 b","Transit",2016,"0.95 m Kepler Telescope",16.56059504,0.114400,2.560,0.228,7.08000,0.02230,2.320000,7.01000000000e+02
"CoRoT-8 b","Transit",2010,"0.27 m CoRoT Telescope",6.21229000,0.063000,6.390,0.570,69.92000,0.22000,1.600000,8.70000000000e+02
"Kepler-69 c","Transit",2013,"0.95 m Kepler Telescope",242.46130000,0.640000,1.710,0.153,3.57000,0.01120,3.920000,2.99000000000e+02
"Kepler-1266 b","Transit",2016,"0.95 m Kepler Telescope",28.47474800,0.168900,2.580,0.230,7.18000,0.02260,2.300000,4.89000000000e+02
"Kepler-1600 c","Transit",2021,"0.95 m Kepler Telescope",7.29804993,0.068900,1.942,0.173,4.43000,0.01390,3.320000,7.86000000000e+02
"Kepler-1424 b","Transit",2016,"0.95 m Kepler Telescope",29.60917440,0.186100,1.160,0.103,1.65000,0.00521,5.810000,6.29000000000e+02
"Kepler-604 b","Transit",2016,"0.95 m Kepler Telescope",25.85501786,0.173500,2.590,0.231,7.22000,0.02270,2.280000,6.37000000000e+02
"Kepler-1455 b","Transit",2016,"0.95 m Kepler Telescope",49.27676400,0.214900,2.160,0.193,5.31000,0.01670,2.900000,2.98000000000e+02
"Kepler-222 c","Transit",2014,"0.95 m Kepler Telescope",10.08881000,0.091000,4.640,0.414,19.40000,0.06120,1.070000,7.34000000000e+02
"Kepler-1802 b","Transit",2021,"0.95 m Kepler Telescope",15.45020008,0.066200,1.671,0.149,3.43000,0.01080,4.040000,5.81000000000e+02
"Kepler-1820 b","Transit",2021,"0.95 m Kepler Telescope",31.03249931,0.196400,3.119,0.278,9.90000,0.03120,1.790000,5.61000000000e+02
"Kepler-1831 b","Transit",2021,"0.95 m Kepler Telescope",5.78387022,0.065500,1.970,0.176,4.54000,0.01430,3.260000,1.05100000000e+03
"Kepler-1833 b","Transit",2021,"0.95 m Kepler Telescope",6.89212990,0.077100,1.300,0.116,2.24000,0.00705,5.600000,1.17700000000e+03
"Kepler-1835 b","Transit",2021,"0.95 m Kepler Telescope",11.96409988,0.099700,3.534,0.315,12.20000,0.03850,1.520000,8.08000000000e+02
"Kepler-1292 b","Transit",2016,"0.95 m Kepler Telescope",3.27646405,0.044300,1.820,0.162,3.97000,0.01250,3.620000,1.19500000000e+03
"Kepler-1021 b","Transit",2016,"0.95 m Kepler Telescope",13.47469571,0.103400,2.330,0.208,6.04000,0.01900,2.620000,6.34000000000e+02
"HD 102329 c","Radial Velocity",2018,"10 m Keck I Telescope",1123.00000000,,13.500,1.210,483.10160,1.52000,1.080000,
"Kepler-165 b","Transit",2014,"0.95 m Kepler Telescope",8.18084800,0.072000,2.320,0.207,5.99000,0.01890,2.640000,7.16000000000e+02
"Kepler-156 c","Transit",2014,"0.95 m Kepler Telescope",15.90680100,0.117000,2.550,0.227,7.04000,0.02210,2.330000,5.88000000000e+02
"Kepler-1581 b","Transit",2016,"0.95 m Kepler Telescope",6.28385491,0.067400,0.800,0.071,0.43700,0.00137,4.690000,1.10800000000e+03
"Kepler-234 b","Transit",2014,"0.95 m Kepler Telescope",2.71150600,0.040000,3.700,0.330,13.20000,0.04160,1.430000,1.42000000000e+03
"Kepler-239 c","Transit",2014,"0.95 m Kepler Telescope",56.22809800,0.268000,2.510,0.224,6.85000,0.02150,2.380000,3.66000000000e+02
"Kepler-226 c","Transit",2014,"0.95 m Kepler Telescope",5.34955500,0.058000,2.270,0.203,45.20000,0.14200,21.200000,9.19000000000e+02
"Kepler-1533 b","Transit",2016,"0.95 m Kepler Telescope",308.54710000,0.962500,3.460,0.309,11.80000,0.03720,1.570000,3.30000000000e+02
"Kepler-1627 b","Transit",2016,"0.95 m Kepler Telescope",7.20283653,0.064300,3.690,0.329,13.20000,0.04150,1.440000,7.94000000000e+02
"Kepler-395 b","Transit",2014,"0.95 m Kepler Telescope",7.05434600,0.061000,1.030,0.092,1.08000,0.00340,5.430000,5.76000000000e+02
"HD 99706 b","Radial Velocity",2011,"10 m Keck I Telescope",841.00000000,1.980000,13.700,1.220,390.93090,1.23000,0.835000,
"HIP 4845 b","Radial Velocity",2020,"Multiple Telescopes",34.15000000,0.176000,3.890,0.347,14.40000,0.04531,1.340000,
"Kepler-710 b","Transit",2016,"0.95 m Kepler Telescope",4.34728553,0.052400,1.880,0.168,4.19000,0.01320,3.470000,1.17400000000e+03
"Kepler-308 b","Transit",2014,"0.95 m Kepler Telescope",9.69492800,0.090000,2.120,0.189,5.14000,0.01620,2.960000,8.33000000000e+02
"Kepler-235 e","Transit",2014,"0.95 m Kepler Telescope",46.18366900,0.213000,2.220,0.198,5.56000,0.01750,2.790000,3.06000000000e+02
"Kepler-267 b","Transit",2014,"0.95 m Kepler Telescope",3.35372800,0.037000,1.980,0.177,37.90000,0.11900,26.800000,6.15000000000e+02
"Kepler-304 d","Transit",2014,"0.95 m Kepler Telescope",9.65347100,0.080000,2.750,0.245,8.00000,0.02520,2.110000,6.11000000000e+02
"Kepler-584 b","Transit",2016,"0.95 m Kepler Telescope",35.18103040,0.228100,4.210,0.376,16.50000,0.05190,1.220000,6.64000000000e+02
"Kepler-436 b","Transit",2015,"0.95 m Kepler Telescope",64.00205000,0.339000,2.730,0.240,7.90000,0.02490,2.130000,3.22000000000e+02
"GJ 685 b","Radial Velocity",2019,"3.58 m Telescopio Nazionale Galileo",24.16000000,0.134400,2.950,0.263,9.00000,0.02832,1.930000,
"HD 202696 b","Radial Velocity",2019,"10 m Keck I Telescope",517.80000000,1.566000,,,634.38868,1.99600,,
"HD 106906 b","Imaging",2013,"6.5 m Magellan II Clay Telescope",,650.000000,12.400,1.110,3496.00000,11.00000,10.100000,1.80000000000e+03
"Kepler-466 c","Transit",2016,"0.95 m Kepler Telescope",3.70921385,0.046500,1.250,0.112,2.10000,0.00660,5.910000,1.20600000000e+03
"Kepler-389 c","Transit",2014,"0.95 m Kepler Telescope",14.51143000,0.110000,1.460,0.130,2.73000,0.00859,4.820000,6.36000000000e+02
"Kepler-42 b","Transit",2011,"0.95 m Kepler Telescope",1.21376720,0.011600,0.780,0.070,0.39900,0.00126,4.620000,5.19000000000e+02
"Kepler-356 b","Transit",2014,"0.95 m Kepler Telescope",4.61269600,0.057000,1.570,0.140,3.09000,0.00972,4.390000,1.29400000000e+03
"Kepler-946 b","Transit",2016,"0.95 m Kepler Telescope",11.79162572,0.100200,1.930,0.172,4.38000,0.01380,3.350000,8.57000000000e+02
"OGLE-2012-BLG-0358L b","Microlensing",2013,"1.3 m Warsaw University Telescope",,0.870000,13.400,1.200,588.00000,1.85000,1.340000,
"POTS-1 b","Transit",2013,"2.2 m MPG/ESO Telescope",3.16062960,0.037340,10.548,0.941,734.16000,2.31000,3.440000,
"HD 121504 b","Radial Velocity",2003,"1.2 m Leonhard Euler Telescope",63.33000000,0.330000,13.600,1.210,479.92330,1.51000,1.050000,
"Kepler-726 b","Transit",2016,"0.95 m Kepler Telescope",21.80451088,0.140600,3.260,0.291,10.70000,0.03360,1.700000,5.43000000000e+02
"Kepler-79 c","Transit",2012,"0.95 m Kepler Telescope",27.40290000,0.187000,3.720,0.332,5.90000,0.01900,0.620000,7.34000000000e+02
"Kepler-739 b","Transit",2016,"0.95 m Kepler Telescope",12.53248465,0.105400,3.320,0.296,11.00000,0.03460,1.650000,7.75000000000e+02
"Kepler-80 e","Transit",2014,"0.95 m Kepler Telescope",4.64489000,0.049100,1.600,0.143,4.13000,0.01299,3.750000,6.29000000000e+02
"Kepler-803 b","Transit",2016,"0.95 m Kepler Telescope",50.28638192,0.267800,3.790,0.338,13.80000,0.04340,1.390000,5.43000000000e+02
"OGLE-2017-BLG-0482L b","Microlensing",2018,"1.3 m Warsaw University Telescope",,1.800000,2.950,0.263,9.00000,0.02800,1.930000,
"GJ 3779 b","Radial Velocity",2018,"3.5 m telescope",3.02320000,0.026000,2.750,0.245,8.00000,0.02517,2.110000,
"Kepler-1853 b","Transit",2021,"0.95 m Kepler Telescope",48.88819885,0.239500,1.519,0.135,2.92000,0.00918,4.580000,3.86000000000e+02
"KOI-1257 b","Transit",2014,"0.95 m Kepler Telescope",86.64766100,0.382000,10.540,0.940,460.83000,1.45000,2.100000,5.11000000000e+02
"HIP 78530 b","Imaging",2010,"8.19 m Gemini North Telescope",,740.000000,12.000,1.070,7300.00000,23.00000,23.200000,2.70000000000e+03
"Kepler-817 b","Transit",2016,"0.95 m Kepler Telescope",3.99010623,0.049300,9.030,0.806,60.20000,0.18900,0.449000,1.12400000000e+03
"Kepler-945 b","Transit",2016,"0.95 m Kepler Telescope",31.00338140,0.203700,2.630,0.235,7.41000,0.02330,2.240000,6.16000000000e+02
"Kepler-875 b","Transit",2016,"0.95 m Kepler Telescope",27.50737990,0.177100,2.900,0.259,8.75000,0.02750,1.970000,5.69000000000e+02
"Kepler-886 b","Transit",2016,"0.95 m Kepler Telescope",6.24146367,0.067000,1.520,0.136,2.92000,0.00920,4.570000,1.11100000000e+03
"Kepler-911 b","Transit",2016,"0.95 m Kepler Telescope",20.31050100,0.154900,2.600,0.232,7.27000,0.02290,2.270000,9.31000000000e+02
"Kepler-1698 b","Transit",2020,"0.95 m Kepler Telescope",1.21070000,0.020300,1.073,0.096,1.25000,0.00394,5.560000,1.35100000000e+03
"CoRoT-29 b","Transit",2015,"0.27 m CoRoT Telescope",2.85057000,0.038600,10.088,0.900,270.15550,0.85000,1.450000,
"Kepler-957 b","Transit",2016,"0.95 m Kepler Telescope",5.90741354,0.055900,5.500,0.491,25.90000,0.08160,0.855000,7.69000000000e+02
"Kepler-999 b","Transit",2016,"0.95 m Kepler Telescope",5.99185702,0.068100,2.340,0.209,6.08000,0.01910,2.610000,1.35500000000e+03
"MOA-2010-BLG-353L b","Microlensing",2015,"1.8 m MOA Telescope",,1.720000,11.100,0.994,86.00000,0.27000,0.346000,
"UZ For b","Eclipse Timing Variations",2011,"Multiple Telescopes",5840.00000000,5.900000,,,2002.20000,6.30000,,
"Kepler-1038 c","Transit",2021,"0.95 m Kepler Telescope",7.12765980,0.069200,1.416,0.126,2.59000,0.00816,5.010000,7.84000000000e+02
"HD 10442 b","Radial Velocity",2014,"10 m Keck I Telescope",1032.30000000,2.010000,13.600,1.210,472.61321,1.48700,1.030000,
"HD 128311 c","Radial Velocity",2005,"10 m Keck I Telescope",921.53800000,1.740000,13.000,1.160,1204.25787,3.78900,3.010000,
"Kepler-1902 b","Transit",2021,"0.95 m Kepler Telescope",3.82222009,0.038500,1.176,0.105,1.74000,0.00546,5.880000,6.01000000000e+02
"tau Cet h","Radial Velocity",2017,"Multiple Telescopes",49.41000000,0.243000,1.190,0.106,1.83000,0.00576,5.970000,
"HD 175541 b","Radial Velocity",2007,"10 m Keck I Telescope",298.43000000,0.975000,14.100,1.260,190.06234,0.59800,0.373000,
"11 UMi b","Radial Velocity",2009,"2.0 m Alfred Jensch Telescope",516.21997000,1.530000,12.300,1.090,4684.81420,14.74000,13.800000,
"HD 45184 b","Radial Velocity",2019,"3.6 m ESO Telescope",5.88540000,0.064400,3.520,0.314,12.19000,0.03840,1.540000,
"Kepler-1064 b","Transit",2016,"0.95 m Kepler Telescope",16.54080322,0.118300,1.550,0.138,3.02000,0.00951,4.460000,5.70000000000e+02
"Kepler-1389 b","Transit",2016,"0.95 m Kepler Telescope",99.25309510,0.386900,1.770,0.158,3.78000,0.01190,3.750000,3.00000000000e+02
"Kepler-346 c","Transit",2014,"0.95 m Kepler Telescope",23.85154900,0.168000,3.070,0.274,9.64000,0.03030,1.830000,6.54000000000e+02
"Kepler-83 d","Transit",2014,"0.95 m Kepler Telescope",5.16979600,0.051000,1.940,0.173,24.60000,0.07700,18.500000,5.69000000000e+02
"Kepler-919 b","Transit",2016,"0.95 m Kepler Telescope",11.04603384,0.098100,2.250,0.201,5.69000,0.01790,2.740000,8.69000000000e+02
"Kepler-944 b","Transit",2016,"0.95 m Kepler Telescope",43.31677370,0.228800,2.630,0.235,7.41000,0.02330,2.240000,4.59000000000e+02
"Kepler-1712 b","Transit",2021,"0.95 m Kepler Telescope",13.81499958,0.090300,2.284,0.204,5.83000,0.01840,2.690000,3.91000000000e+02
"Kepler-1738 b","Transit",2021,"0.95 m Kepler Telescope",7.67463016,0.078100,2.825,0.252,8.37000,0.02630,2.040000,9.57000000000e+02
"Kepler-1642 b","Transit",2016,"0.95 m Kepler Telescope",12.20575130,0.101600,3.200,0.285,10.30000,0.03250,1.730000,8.95000000000e+02
"Kepler-415 c","Transit Timing Variations",2014,"0.95 m Kepler Telescope",8.70800000,0.069500,2.010,0.201,4.70000,0.01480,3.180000,5.43000000000e+02
"Kepler-431 d","Transit",2015,"0.95 m Kepler Telescope",11.92200000,0.104500,1.110,0.100,1.41000,0.00444,5.670000,8.56000000000e+02
"Kepler-329 c","Transit",2014,"0.95 m Kepler Telescope",18.68473700,0.113000,1.930,0.172,4.38000,0.01380,3.350000,4.02000000000e+02
"Kepler-971 b","Transit",2016,"0.95 m Kepler Telescope",9.59070716,0.082700,2.130,0.190,5.18000,0.01630,2.950000,1.08700000000e+03
"DMPP-1 b","Radial Velocity",2019,"3.6 m ESO Telescope",18.57000000,0.146200,5.290,0.472,24.27000,0.07636,0.901000,8.77000000000e+02
"GJ 180 b","Radial Velocity",2014,"Multiple Telescopes",17.13300000,0.092000,2.430,0.217,6.49000,0.02042,2.490000,
"Kepler-341 e","Transit",2014,"0.95 m Kepler Telescope",42.47326900,0.242000,1.990,0.178,4.62000,0.01450,3.220000,5.39000000000e+02
"Kepler-1762 b","Transit",2021,"0.95 m Kepler Telescope",29.53910065,0.204000,2.760,0.246,8.05000,0.02530,2.100000,7.14000000000e+02
"Kepler-200 c","Transit",2014,"0.95 m Kepler Telescope",10.22215700,0.090000,1.590,0.142,3.15000,0.00993,4.310000,8.06000000000e+02
"GJ 3293 e","Radial Velocity",2017,"3.6 m ESO Telescope",13.25430000,0.082080,1.630,0.145,3.28000,0.01032,4.160000,
"GJ 163 b","Radial Velocity",2013,"3.6 m ESO Telescope",8.63182000,0.060700,3.250,0.290,10.60000,0.03335,1.700000,
"HD 141399 d","Radial Velocity",2014,"Multiple Telescopes",1069.80000000,2.090000,13.700,1.220,375.03940,1.18000,0.801000,
"HD 93083 b","Radial Velocity",2005,"3.6 m ESO Telescope",143.58000000,0.477000,13.400,1.200,117.59000,0.37000,0.269000,
"HD 159243 c","Radial Velocity",2013,"1.93 m Telescope",248.40000000,0.800000,13.400,1.200,603.90000,1.90000,1.380000,
"HD 152581 b","Radial Velocity",2011,"10 m Keck I Telescope",686.50000000,1.660000,13.400,1.200,594.02427,1.86900,1.360000,
"HD 102117 b","Radial Velocity",2005,"3.6 m ESO Telescope",20.81330000,0.150000,8.470,0.756,54.03110,0.17000,0.489000,
"HD 195019 b","Radial Velocity",1998,"3.0 m C. Donald Shane Telescope",18.20132000,0.140000,13.000,1.160,1264.96340,3.98000,3.160000,
"OGLE-TR-10 b","Transit",2004,"1.3 m Warsaw University Telescope",3.10127800,0.043400,14.011,1.250,197.04600,0.62000,0.400000,1.70200000000e+03
"OGLE-2014-BLG-1722L c","Microlensing",2018,"1.3 m Warsaw University Telescope",,1.700000,11.000,0.978,83.70000,0.26300,0.346000,
"Kepler-1191 b","Transit",2016,"0.95 m Kepler Telescope",5.60014851,0.058700,1.510,0.135,2.89000,0.00909,4.610000,9.52000000000e+02
"Kepler-1063 b","Transit",2016,"0.95 m Kepler Telescope",14.07971466,0.117600,1.490,0.133,2.83000,0.00889,4.700000,9.31000000000e+02
"HD 208487 b","Radial Velocity",2004,"3.9 m Anglo-Australian Telescope",130.08000000,0.524000,14.200,1.270,165.26500,0.52000,0.317000,
"iot Dra b","Radial Velocity",2002,"0.6 m Coude Auxiliary Telescope",510.85440000,1.453000,12.400,1.100,3756.73177,11.82000,10.800000,
"Kepler-1032 b","Transit",2016,"0.95 m Kepler Telescope",3.29011795,0.036100,1.870,0.167,4.16000,0.01310,3.500000,8.02000000000e+02
"Kepler-240 b","Transit",2014,"0.95 m Kepler Telescope",4.14449500,0.048000,1.370,0.122,2.45000,0.00771,5.240000,8.64000000000e+02
"Kepler-155 b","Transit",2014,"0.95 m Kepler Telescope",5.93119400,0.056000,2.090,0.186,5.02000,0.01580,3.020000,6.14000000000e+02
"HD 40307 f","Radial Velocity",2013,"3.6 m ESO Telescope",51.76000000,0.247000,2.130,0.190,5.20000,0.01640,2.960000,3.98000000000e+02
"HD 45184 c","Radial Velocity",2019,"3.6 m ESO Telescope",13.13540000,0.110000,2.910,0.260,8.81000,0.02770,1.960000,
"OGLE-TR-182 b","Transit",2007,"1.3 m Warsaw University Telescope",3.97910000,0.051000,12.666,1.130,320.99500,1.01000,0.410000,1.55000000000e+03
"KOI-1599.02","Transit",2019,"0.95 m Kepler Telescope",13.60880000,0.112293,1.900,0.170,9.00000,0.02832,7.210000,7.55000000000e+02
"Kepler-147 c","Transit",2014,"0.95 m Kepler Telescope",33.41642300,0.216000,2.430,0.217,6.48000,0.02040,2.480000,6.89000000000e+02
"HD 45364 c","Radial Velocity",2008,"3.6 m ESO Telescope",345.43000000,0.902000,14.200,1.260,174.48780,0.54900,0.335000,
"Kepler-1257 b","Transit",2016,"0.95 m Kepler Telescope",2.66831376,0.037600,1.520,0.136,2.92000,0.00920,4.570000,1.25200000000e+03
"Kepler-1100 b","Transit",2016,"0.95 m Kepler Telescope",6.42200058,0.068400,1.750,0.156,3.71000,0.01170,3.800000,1.00000000000e+03
"Kepler-152 b","Transit",2014,"0.95 m Kepler Telescope",18.20797300,0.124000,2.790,0.249,8.20000,0.02580,2.070000,5.51000000000e+02
"Kepler-1327 b","Transit",2016,"0.95 m Kepler Telescope",14.88801098,0.118600,1.800,0.161,3.89000,0.01230,3.670000,8.31000000000e+02
"HIP 75092 b","Radial Velocity",2021,"Multiple Telescopes",926.40000000,2.020000,13.500,1.200,568.91285,1.79000,1.270000,
"HIP 114933 b","Radial Velocity",2021,"Multiple Telescopes",1481.60000000,2.840000,13.400,1.200,616.58711,1.94000,1.410000,
"Kepler-1879 b","Transit",2021,"0.95 m Kepler Telescope",10.61340046,0.095300,2.065,0.184,4.92000,0.01550,3.070000,9.87000000000e+02
"Kepler-1882 b","Transit",2021,"0.95 m Kepler Telescope",13.78730011,0.115100,1.487,0.133,2.81000,0.00886,4.700000,8.94000000000e+02
"CFHTWIR-Oph 98 b","Imaging",2021,"2.4 m Hubble Space Telescope",8040000.00000000,200.000000,20.849,1.860,2479.06157,7.80000,1.500000,1.80000000000e+03
"Kepler-1741 b","Transit",2021,"0.95 m Kepler Telescope",2.75759006,0.029600,1.273,0.114,2.16000,0.00681,5.750000,6.15000000000e+02
